Title,Artist,ConstituentID,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Duration (sec.),ArtistBio,Nationality,Gender,BeginDate,EndDate,Area (cm^2),Aspect,OilPainting,YearCreated,AspectString
1375,"Composition in Red, Blue, and Yellow",Piet Mondrian,4057.0,1937-42,Oil on canvas,"23 3/4 x 21 7/8"" (60.3 x 55.4 cm)",The Sidney and Harriet Janis Collection,638.1967,Painting,Painting & Sculpture,1967-10-18,Y,80160,,,,60.3,,,55.4,,"Dutch, 1872–1944",Dutch,male,1872.0,1944.0,3340.62,0.9187396351575456,Y,1937,Portrait
1376,Accident in the Air,Anton Refregier,4845.0,1939,Oil on board,"19 x 23"" (48.3 x 58.4 cm)","Gift of the New York World's Fair, 1939",641.1939,Painting,Painting & Sculpture,1939-12-08,Y,80161,,,,48.3,,,58.4,,"American, born Russia. 1905–1979",American,male,1905.0,1979.0,2820.72,1.2091097308488614,Y,1939,Landscape
1377,"Glass, Guitar, and Bottle",Pablo Picasso,4609.0,"Paris, early 1913","Oil, cut-and-pasted newspaper, charcoal, and pencil on canvas","25 3/4 x 21 1/8"" (65.4 x 53.6 cm)",The Sidney and Harriet Janis Collection,641.1967,Painting,Painting & Sculpture,1967-10-18,Y,80162,,,,65.4,,,53.6,,"Spanish, 1881–1973",Spanish,male,1881.0,1973.0,3505.4400000000005,0.819571865443425,Y,1913,Portrait
1378,The Balcony,Cundo Bermúdez,507.0,1941,Oil on canvas,"29 x 23 1/8"" (73.7 x 58.7 cm)","Gift of Edgar Kaufmann, Jr.",644.1942,Painting,Painting & Sculpture,1942-12-29,Y,80165,,,,73.7,,,58.7,,"Cuban, 1914–2008",Cuban,male,1914.0,2008.0,4326.1900000000005,0.7964721845318861,Y,1941,Portrait
1379,Painter and Model,Pablo Picasso,4609.0,"Paris, 1928",Oil on canvas,"51 1/8 x 64 1/4"" (129.8 x 163 cm)",The Sidney and Harriet Janis Collection,644.1967,Painting,Painting & Sculpture,1967-10-18,Y,80166,,,,129.8,,,163.0,,"Spanish, 1881–1973",Spanish,male,1881.0,1973.0,21157.4,1.2557781201848996,Y,1928,Landscape
1380,The Scream,Nicholas Africano,76.0,1976,"Synthetic polymer paint, oil and wax on canvas","6' 1 7/8"" x 6' 10 5/8"" (187.5 x 209.7 cm)",Betsy Babcock Fund,644.1983,Painting,Painting & Sculpture,1983-10-11,Y,80167,,,,187.5,,,209.7,,"American, born 1948",American,male,1948.0,0.0,39318.75,1.1183999999999998,Y,1976,Landscape
1381,Peter Hunt's Antique Shop,"Edward C. (""Pa"") Hunt",2768.0,1930-34,Oil on canvas,"20 x 30 1/8"" (50.8 x 76.5 cm)",Abby Aldrich Rockefeller Fund,645.1939,Painting,Painting & Sculpture,1939-12-08,Y,80168,,,,50.8,,,76.5,,"American, 1870–1934",American,male,1870.0,1934.0,3886.2,1.5059055118110236,Y,1930,Landscape
1382,New Chicago Athletic Club,Antonio Berni,517.0,1937,Oil on canvas,"6' 3/4"" x 9' 10 1/4"" (184.8 x 300.4 cm)",Inter-American Fund,645.1942,Painting,Painting & Sculpture,1942-12-29,Y,80169,,,,184.8,,,300.4,,"Argentine, 1905–1981",Argentine,male,1905.0,1981.0,55513.92,1.6255411255411254,Y,1937,Landscape
1383,Free Form,Jackson Pollock,4675.0,1946,Oil on canvas,"19 1/4 x 14"" (48.9 x 35.5 cm)",The Sidney and Harriet Janis Collection,645.1967,Painting,Painting & Sculpture,1967-10-18,Y,80170,,,,48.9,,,35.5,,"American, 1912–1956",American,male,1912.0,1956.0,1735.95,0.7259713701431493,Y,1946,Portrait
1384,Odol,Stuart Davis,1412.0,1924,Oil on cardboard,"24 x 18"" (60.9 x 45.6 cm)",Mary Sisler Bequest (by exchange) and purchase,645.1997,Painting,Painting & Sculpture,1997-12-16,Y,80171,,,,61.0,,,45.7,,"American, 1892–1964",American,male,1892.0,1964.0,2787.7000000000003,0.7491803278688525,Y,1924,Portrait
1385,The Sleeping Gypsy,Henri Rousseau,5056.0,1897,Oil on canvas,"51"" x 6' 7"" (129.5 x 200.7 cm)",Gift of Mrs. Simon Guggenheim,646.1939,Painting,Painting & Sculpture,1939-12-08,Y,80172,,,,129.5,,,200.7,,"French, 1844–1910",French,male,1844.0,1910.0,25990.649999999998,1.5498069498069498,Y,1897,Landscape
1386,"Marilyn Monroe, I",James Rosenquist,5021.0,1962,Oil and spray enamel on canvas,"7' 9"" x 6' 1/4"" (236.2 x 183.3 cm)",The Sidney and Harriet Janis Collection,646.1967,Painting,Painting & Sculpture,1967-10-18,Y,80174,,,,236.2,,,183.3,,"American, 1933–2017",American,male,1933.0,2017.0,43295.46,0.7760372565622354,Y,1962,Portrait
1387,Conversion to Her,Francesco Clemente,1145.0,1983,"Fresco, three panels","8' x 9' 4 7/8"" x 2 3/4"" (244 x 286.7 x 7 cm)",Anne and Sid Bass Fund,646.1983.a-c,Painting,Painting & Sculpture,1983-10-11,Y,80175,,7.0,,244.0,,,286.7,,"Italian, born 1952",Italian,male,1952.0,0.0,69954.8,1.175,N,1983,Landscape
1388,No. F,Yayoi Kusama,3315.0,1959,Oil on canvas,"41 1/2 x 52"" (105.4 x 132.1 cm)",Sid R. Bass Fund,646.1997,Painting,Painting & Sculpture,1997-12-16,Y,80176,,,,105.4,,,132.1,,"Japanese, born 1929",Japanese,female,1929.0,0.0,13923.34,1.2533206831119543,Y,1959,Landscape
1389,"No. 14 (Horizontals, White over Darks)",Mark Rothko,5047.0,1961,Oil on canvas,"56 1/2"" x 7' 9 3/8"" (143.3 x 237 cm)",The Sidney and Harriet Janis Collection,647.1967,Painting,Painting & Sculpture,1967-10-18,Y,80177,,,,143.3,,,237.0,,"American, born Russia (now Latvia). 1903–1970",American,male,1903.0,1970.0,33962.100000000006,1.6538729937194696,Y,1961,Landscape
1390,Fez (2),Frank Stella,5640.0,1964,Fluorescent alkyd on canvas,"6' 7 1/8"" x 6' 7 1/8"" (195.6 x 195.6 cm)",Gift of Lita Hornick,647.1997,Painting,Painting & Sculpture,1997-12-16,Y,80178,,,,201.0,,,201.0,,"American, born 1936",American,male,1936.0,0.0,40401.0,1.0,N,1964,Square
1391,Painting 1943,Ben Nicholson,4293.0,1943,Gouache and pencil on board mounted on painted wood frame,"9 3/4 x 10"" (24.6 x 25.3 cm) including painted wood frame",Nina and Gordon Bunshaft Bequest,648.1994,Painting,Painting & Sculpture,1994-12-08,Y,80179,,,,24.8,,,25.4,,"British, 1894–1982",British,male,1894.0,1982.0,629.92,1.0241935483870968,N,1943,Landscape
1392,Bird Blast,Fred Tomaselli,7673.0,1997,"Pills, leaves, collage, synthetic polymer paint, and resin on wood panel","60 x 60"" (152.4 x 152.4 cm)",Gift of Douglas S. Cramer,648.1997,Painting,Painting & Sculpture,1997-12-16,Y,80180,,,,152.4,,,152.4,,"American, born 1956",American,male,1956.0,0.0,23225.760000000002,1.0,N,1997,Square
1393,Cleopatra's Barge,André Bauchant,383.0,1939,Oil on canvas,"32 x 39 3/8"" (81.3 x 100 cm)",Abby Aldrich Rockefeller Fund,649.1939,Painting,Painting & Sculpture,1939-12-08,Y,80181,,,,81.3,,,100.0,,"French, 1873–1958",French,male,1873.0,1958.0,8130.0,1.2300123001230012,Y,1939,Landscape
1394,Sea Grasses and Blue Sea,Milton Avery,250.0,1958,Oil on canvas,"60 1/8"" x 6' 3/8"" (152.7 x 183.7 cm)",Gift of friends of the artist,649.1959,Painting,Painting & Sculpture,1958-12-19,Y,80182,,,,152.7,,,183.7,,"American, 1885–1965",American,male,1885.0,1965.0,28050.989999999998,1.2030124426981008,Y,1958,Landscape
1395,Gouache 1940-43,Ben Nicholson,4293.0,1940-43,Gouache on board,"9 1/2 x 9 3/4"" (24.1 x 24.8 cm) including painted wood frame",Nina and Gordon Bunshaft Bequest,649.1994,Painting,Painting & Sculpture,1994-12-08,Y,80184,,,,24.1,,,24.8,,"British, 1894–1982",British,male,1894.0,1982.0,597.6800000000001,1.0290456431535269,N,1940,Landscape
1396,Umbrella and Bowler,Fernand Léger,6624.0,1926,Oil on canvas,"51 1/4 x 38 3/4"" (130.1 x 98.2 cm)",A. Conger Goodyear Fund,650.1959,Painting,Painting & Sculpture,1959-06-11,Y,80186,,,,130.1,,,98.2,,"French, 1881–1955",French,male,1881.0,1955.0,12775.82,0.754803996925442,Y,1926,Portrait
1397,"Figure, I",Marcelo Bonevardi,660.0,1964,"Synthetic polymer paint on joined canvas, with wood and string","25 1/8 x 21 5/8 x 2 1/8"" (63.7 x 55 x 5.2 cm)",Inter-American Fund,650.1964,Painting,Painting & Sculpture,1964-11-10,Y,80187,,5.2,,63.7,,,55.0,,"Argentine, 1929–1994",Argentine,male,1929.0,1994.0,3503.5,0.8634222919937206,N,1964,Portrait
1398,Gouache 1938-42,Ben Nicholson,4293.0,1938-42,Gouache and pencil on board,"10 x 12 1/2"" (25.4 x 31.8 cm) including painted wood  frame",Nina and Gordon Bunshaft Bequest,650.1994,Painting,Painting & Sculpture,1994-12-08,Y,80189,,,,25.4,,,31.8,,"British, 1894–1982",British,male,1894.0,1982.0,807.72,1.2519685039370079,N,1938,Landscape
1399,Hans Tietze and Erica Tietze-Conrat,Oskar Kokoschka,3197.0,1909,Oil on canvas,"30 1/8 x 53 5/8"" (76.5 x 136.2 cm)",Abby Aldrich Rockefeller Fund,651.1939,Painting,Painting & Sculpture,1939-12-08,Y,80190,,,,76.5,,,136.2,,"Austrian, 1886–1980",Austrian,male,1886.0,1980.0,10419.3,1.780392156862745,Y,1909,Landscape
1400,Abraham,Barnett Newman,4285.0,1949,Oil on canvas,"6' 10 3/4"" x 34 1/2"" (210.2 x 87.7 cm)",Philip Johnson Fund,651.1959,Painting,Painting & Sculpture,1959-06-11,Y,80191,,,,210.2,,,87.7,,"American, 1905–1970",American,male,1905.0,1970.0,18434.54,0.41722169362511896,Y,1949,Portrait
1401,Homage to the Square: Two Whites Between Two Yellows,Josef Albers,97.0,1958,Oil on board,"40 x 40"" (101.5 x 101.5 cm)",Mary Sisler Bequest,651.1990,Painting,Painting & Sculpture,1990-12-10,Y,80192,,,,101.5,,,101.5,,"American, born Germany. 1888–1976",American,male,1888.0,1976.0,10302.25,1.0,Y,1958,Square
1402,Painting,Albert Urban,6036.0,1959,Oil on canvas,"68 x 71 7/8"" (172.6 x 182.4 cm)",Purchase,653.1959,Painting,Painting & Sculpture,1959-06-11,Y,80195,,,,172.6,,,182.4,,"American, born Germany. 1909–1959",American,male,1909.0,1959.0,31482.24,1.0567786790266513,Y,1959,Landscape
1403,Naxos,Jack Youngerman,6524.0,1958,Oil on canvas,"6' 3"" x 56 1/8"" (190.6 x 142.6 cm)",Nina and Gordon Bunshaft Bequest,654.1994,Painting,Painting & Sculpture,1994-12-08,Y,80196,,,,190.5,,,142.6,,"American, 1926–2020",American,male,1926.0,2020.0,27165.3,0.7485564304461942,Y,1958,Portrait
1404,1944-N No. 2,Clyfford Still,5665.0,1944,Oil on canvas,"8' 8 1/4"" x 7' 3 1/4"" (264.5 x 221.4 cm)",The Sidney and Harriet Janis Collection,655.1967,Painting,Painting & Sculpture,1967-10-18,Y,80198,,,,264.5,,,221.4,,"American, 1904–1980",American,male,1904.0,1980.0,58560.3,0.8370510396975426,Y,1944,Portrait
1405,The Laugh,Umberto Boccioni,624.0,1911,Oil on canvas,"43 3/8 x 57 1/4"" (110.2 x 145.4 cm)",Gift of Herbert and Nannette Rothschild,656.1959,Painting,Painting & Sculpture,1959-09-15,Y,80199,,,,110.2,,,145.4,,"Italian, 1882–1916",Italian,male,1882.0,1916.0,16023.080000000002,1.3194192377495464,Y,1911,Landscape
1406,The Fourth Dimension,Patrick J. Sullivan,5724.0,1938,Oil on canvas,"24 1/4 x 30 1/4"" (61.5 x 76.6 cm)",The Sidney and Harriet Janis Collection,656.1967,Painting,Painting & Sculpture,1967-10-18,Y,80200,,,,61.5,,,76.6,,"American, 1894–1967",American,male,1894.0,1967.0,4710.9,1.2455284552845527,Y,1938,Landscape
1407,The Clock,Philip Guston,2419.0,1956-57,Oil on canvas,"6' 4"" x 64 1/8"" (193.1 x 163 cm)",Gift of Mrs. Bliss Parkinson,659.1959,Painting,Painting & Sculpture,1959-09-15,Y,80202,,,,193.1,,,163.0,,"American, born Canada. 1913–1980",American,male,1913.0,1980.0,31475.3,0.8441222164681512,Y,1956,Portrait
1408,Painting,Georges Mathieu,3829.0,1947,Oil and gesso on plywood,"62 7/8 x 47 1/4"" (159.7 x 120 cm)",Gift of G. David Thompson,660.1959,Painting,Painting & Sculpture,1959-09-15,Y,80204,,,,159.7,,,120.0,,"French, 1921–2012",French,male,1921.0,2012.0,19164.0,0.7514088916718848,Y,1947,Portrait
1409,Capella 4B,Victor Vasarely,6109.0,1965,"Tempera on board mounted in painted metal frame, in two parts","overall 50 5/8 x 32 3/4"" (128.5 x 83.1 cm)",The Sidney and Harriet Janis Collection,660.1967,Painting,Painting & Sculpture,1967-10-18,Y,80205,,,,128.5,,,83.1,,"French, born Hungary 1908–1997",French,male,1908.0,1997.0,10678.349999999999,0.646692607003891,N,1965,Portrait
1410,The Pantheon,Louis Vivin,6175.0,1933,Oil on canvas,"15 x 21 3/4"" (38.1 x 55.1 cm)",The Sidney and Harriet Janis Collection,661.1967,Painting,Painting & Sculpture,1967-10-18,Y,80207,,,,38.1,,,55.1,,"French, 1861–1936",French,male,1861.0,1936.0,2099.31,1.4461942257217848,Y,1933,Landscape
1411,Before Entering the Ring,Camille Bombois,652.0,1930-35,Oil on canvas,"23 5/8 x 28 3/4"" (60 x 73 cm)",Abby Aldrich Rockefeller Fund,662.1939,Painting,Painting & Sculpture,1939-12-08,Y,80208,,,,60.0,,,73.0,,"French, 1883–1970",French,male,1883.0,1970.0,4380.0,1.2166666666666666,Y,1930,Landscape
1412,Sacrifice,Theodoros Stamos,5597.0,1948,Oil on board,"36 x 48 1/8"" (91.3 x 122 cm)",Gift of William Rubin,662.1970,Painting,Painting & Sculpture,1971-01-12,Y,80210,,,,91.3,,,122.0,,"American, 1922–1997",American,male,1922.0,1997.0,11138.6,1.3362541073384446,Y,1948,Landscape
1413,Hill,Candido Portinari,4705.0,1933,Oil on canvas,"44 7/8 x 57 3/8"" (114 x 145.7 cm)",Abby Aldrich Rockefeller Fund,663.1939,Painting,Painting & Sculpture,1939-12-08,Y,80211,,,,114.0,,,145.7,,"Brazilian, 1903–1962",Brazilian,male,1903.0,1962.0,16609.8,1.2780701754385964,Y,1933,Landscape
1414,"Mouth, 7",Tom Wesselmann,6318.0,1966,Oil on shaped canvas,"6' 8 1/4"" x 65"" (206.3 x 165.1 cm)",The Sidney and Harriet Janis Collection,663.1967,Painting,Painting & Sculpture,1967-10-18,Y,80212,,,,203.8,,,165.1,,"American, 1931–2004",American,male,1931.0,2004.0,33647.38,0.8101079489695779,Y,1966,Portrait
1415,The Ferryman of the Moselle,Dominique-Paul Peyronnet,4592.0,c. 1934,Oil on canvas,"35 x 45 5/8"" (88.9 x 115.9 cm)",Abby Aldrich Rockefeller Fund,664.1939,Painting,Painting & Sculpture,1939-12-08,Y,80213,,,,88.9,,,115.9,,"French, 1872–1943",French,male,1872.0,1943.0,10303.510000000002,1.3037120359955006,Y,1934,Landscape
1416,Homage to the Square: Broad Call,Josef Albers,97.0,fall 1967,Oil on board,"48 x 48"" (121.9 x 121.9 cm)",The Sidney and Harriet Janis Collection,664.1967,Painting,Painting & Sculpture,1967-10-18,Y,80216,,,,121.9,,,121.9,,"American, born Germany. 1888–1976",American,male,1888.0,1976.0,14859.61,1.0,Y,1967,Square
1417,Untitled (Malibu Series),Tom Holland,2703.0,1969,Epoxy resin on fiberglass with copper rivets,"69 1/4"" x 9' 2 1/4"" (176 x 280 cm)",Fractional gift of Charles Cowles,664.1970,Painting,Painting & Sculpture,1971-02-09,Y,80217,,,,175.9,,,280.0,,"American, born 1936",American,male,1936.0,0.0,49252.0,1.5918135304150085,N,1969,Landscape
1418,Six White Rainbows,Jim Dine,1547.0,February 1961,"Oil on canvas, six panels","Overall 6' 1/2"" x 40 1/2"" (184.1 x 102.7 cm)",Mary Sisler Bequest,665.1990,Painting,Painting & Sculpture,1990-12-10,Y,80219,,,,184.1,,,102.7,,"American, born 1935",American,male,1935.0,0.0,18907.07,0.5578489951113526,Y,1961,Portrait
1419,Water Lilies,Claude Monet,4058.0,1914-26,"Oil on canvas, three panels","Each 6' 6 3/4"" x 13' 11 1/4"" (200 x 424.8 cm), overall 6' 6 3/4"" x 41' 10 3/8"" (200 x 1276 cm)",Mrs. Simon Guggenheim Fund,666.1959.a-c,Painting,Painting & Sculpture,1959-09-15,Y,80220,,,,200.0254,,,424.8158,,"French, 1840–1926",French,male,1840.0,1926.0,84973.95032132001,2.12380927622192,Y,1914,Landscape
1420,Modern Painting with Bolt,Roy Lichtenstein,3542.0,1967,Magna and oil on canvas,"68 1/4 x 68 3/8"" (173.2 x 173.5 cm)",The Sidney and Harriet Janis Collection,666.1967,Painting,Painting & Sculpture,1967-10-18,Y,80221,,,,173.2,,,173.5,,"American, 1923–1997",American,male,1923.0,1997.0,30050.199999999997,1.0017321016166283,Y,1967,Landscape
1421,Tattoo,Jim Dine,1547.0,1961,Oil on canvas,"60 1/4 x 48 1/4"" (153 x 122.5 cm)",Mary Sisler Bequest,666.1990,Painting,Painting & Sculpture,1990-12-10,Y,80222,,,,153.0,,,122.5,,"American, born 1935",American,male,1935.0,0.0,18742.5,0.8006535947712419,Y,1961,Portrait
1422,Reason and Instinct — Sun and Moon,Renato Cristiano,1308.0,1958,Oil on canvas,"36 3/8 x 32 7/8"" (92.3 x 83.5 cm)",Purchase,667.1959,Painting,Painting & Sculpture,1959-10-15,Y,80223,,,,92.3,,,83.5,,"Italian, born 1926",Italian,male,1926.0,0.0,7707.05,0.90465872156013,Y,1958,Portrait
1423,Soul of the Underground,Jean Dubuffet,1633.0,"Vence, December 1959",Oil on aluminum foil on board,"58 7/8"" x 6' 4 3/4"" (149.6 x 195 cm)",Mary Sisler Bequest,668.1990,Painting,Painting & Sculpture,1990-12-10,Y,80225,,,,149.6,,,195.0,,"French, 1901–1985",French,male,1901.0,1985.0,29172.0,1.303475935828877,Y,1959,Landscape
1424,"October 1, 1958",John Levee,3505.0,1958,Oil on canvas,"28 3/4 x 39 3/8"" (73 x 100 cm)",Gift of Joseph H. Hazen,671.1959,Painting,Painting & Sculpture,1959-10-15,Y,80227,,,,73.0,,,100.0,,"American, 1924–2017",American,male,1924.0,2017.0,7300.0,1.36986301369863,Y,1958,Landscape
1425,Composition 13,Luis Martínez Pedro,3799.0,May 1957,Oil on canvas,"58 1/8 x 38"" (147.5 x 96.5 cm)",Gift of Mr. and Mrs. Joseph Cantor,672.1959,Painting,Painting & Sculpture,1959-10-15,Y,80228,,,,147.5,,,96.5,,"Cuban, 1910–1990",Cuban,male,1910.0,1990.0,14233.75,0.6542372881355932,Y,1957,Portrait
1426,Ram Grip,Alan Davie,1401.0,November 1960,Oil on canvas,"60 1/8 x 72"" (152.7 x 182.9 cm)",Gift of Morton G. Neumann,672.1977,Painting,Painting & Sculpture,1978-03-09,Y,80230,,,,152.7,,,182.9,,"British, 1920–2014",British,male,1920.0,2014.0,27928.829999999998,1.197773411918795,Y,1960,Landscape
1427,Laundry Barge,Marcel Duchamp,1634.0,1910,Oil on cardboard mounted on board,"25 3/8 x 28 7/8"" (65.5 x 74.3 cm)",Mary Sisler Bequest,673.1990,Painting,Painting & Sculpture,1990-12-10,Y,80231,,,,65.5,,,74.3,,"American, born France. 1887–1968",American,male,1887.0,1968.0,4866.65,1.1343511450381678,Y,1910,Landscape
1428,Man Seated by a Window,Marcel Duchamp,1634.0,1907,Oil on canvas,"21 7/8 x 15 1/4"" (55.6 x 38.7 cm)",Mary Sisler Bequest,675.1990,Painting,Painting & Sculpture,1990-12-10,Y,80234,,,,55.6,,,38.7,,"American, born France. 1887–1968",American,male,1887.0,1968.0,2151.7200000000003,0.6960431654676259,Y,1907,Portrait
1429,Portrait of Yvonne Duchamp,Marcel Duchamp,1634.0,1907 or 1909,Oil on canvas,"34 1/4 x 26 1/2"" (87 x 67.4 cm)",Mary Sisler Bequest,676.1990,Painting,Painting & Sculpture,1990-12-10,Y,80235,,,,87.0,,,67.4,,"American, born France. 1887–1968",American,male,1887.0,1968.0,5863.8,0.774712643678161,Y,1907,Portrait
1430,Two Nudes,Marcel Duchamp,1634.0,1910,Oil on canvas,"38 7/8 x 31 7/8"" (98.9 x 81.8 cm)",Mary Sisler Bequest,678.1990,Painting,Painting & Sculpture,1990-12-10,Y,80237,,,,98.9,,,81.8,,"American, born France. 1887–1968",American,male,1887.0,1968.0,8090.02,0.8270980788675429,Y,1910,Portrait
1431,Solar Centrifugal Force (Outward) East,Alfred Jensen,2906.0,1961,Oil on canvas,"64 x 48"" (162.6 x 121.8 cm)",Mary Sisler Bequest,680.1990,Painting,Painting & Sculpture,1990-12-10,Y,80241,,,,162.6,,,121.8,,"American, born Guatemala of Danish parents. 1903–1981",American,male,1903.0,1981.0,19804.68,0.7490774907749077,Y,1961,Portrait
1432,Solar Centripetal Force (Inward) West,Alfred Jensen,2906.0,1961,Oil on canvas,"64 x 48"" (162.5 x 122 cm)",Mary Sisler Bequest,681.1990,Painting,Painting & Sculpture,1990-12-10,Y,80243,,,,162.5,,,122.0,,"American, born Guatemala of Danish parents. 1903–1981",American,male,1903.0,1981.0,19825.0,0.7507692307692307,Y,1961,Portrait
1433,Bathers,André Derain,1500.0,1907,Oil on canvas,"52"" x 6' 4 3/4"" (132.1 x 195 cm)",William S. Paley and Abby Aldrich Rockefeller Funds,683.1980,Painting,Painting & Sculpture,1980-12-09,Y,80246,,,,132.1,,,195.0,,"French, 1880–1954",French,male,1880.0,1954.0,25759.5,1.4761544284632855,Y,1907,Landscape
1434,Drowning Girl,Roy Lichtenstein,3542.0,1963,Oil and acrylic on canvas,"67 5/8 x 66 3/4"" (171.6 x 169.5 cm)",Philip Johnson Fund (by exchange) and gift of Mr. and Mrs. Bagley Wright,685.1971,Painting,Painting & Sculpture,1971-12-07,Y,80249,,,,171.6,,,169.5,,"American, 1923–1997",American,male,1923.0,1997.0,29086.2,0.9877622377622378,Y,1963,Portrait
1435,Memory of a Painting which was the Memory of an Epoch which was the Memory of Something Personal,Hundertwasser (Friedrich Stowasser),2766.0,1960,Oil and egg tempera with metal leaf on paper mounted on canvas,"45 1/2 x 28 3/4"" (115.7 x 73.1 cm)
",Gift of Mr. and Mrs. Joachim J. Aberbach,686.1980,Painting,Painting & Sculpture,1980-12-09,Y,80252,,,,115.6,,,73.0,,"Austrian, 1928–2000",Austrian,male,1928.0,2000.0,8438.8,0.6314878892733564,Y,1960,Portrait
1436,Conversation II,Francis Picabia,4607.0,c. 1922,Watercolor on board,"17 7/8 x 23 7/8"" (45.4 x 60.6 cm)",Mary Sisler Bequest,687.1990,Painting,Painting & Sculpture,1990-12-10,Y,80255,,,,45.4,,,60.6,,"French, 1879–1953",French,male,1879.0,1953.0,2751.24,1.3348017621145376,N,1922,Landscape
1437,Still Life,Giorgio Morandi,4079.0,1938,Oil on canvas,"9 1/2 x 15 5/8"" (24.1 x 39.7 cm)",Purchase,688.1949,Painting,Painting & Sculpture,1949-09-29,Y,80256,,,,24.1,,,39.7,,"Italian, 1890–1964",Italian,male,1890.0,1964.0,956.7700000000001,1.6473029045643153,Y,1938,Landscape
1438,Empty Chair or The Last Colonial,Alfonso Ossorio,4441.0,1969,"Glass and plastic marbles, carved wood figures, painted skeletal foot and vertebra, tree fragments, pebbles, geode, iron nails, coral, seashells, wood shoe trees, lobster claws, machete, faux pearls, plastic and wooden letters, plastic sheets and scraps, wood scraps, painted wood, animal claws and bones, domino, glass eyes, bell, and other materials on plastic sheets mounted on wood","46 3/8 x 39 1/4 x 15 7/8"" (117.7 x 99.7 x 40.3 cm)",Gift of the artist,688.1971,Painting,Painting & Sculpture,1971-12-07,Y,80257,,40.3,,117.7,,,99.7,,"American, born The Philipines. 1916–1990",American,male,1916.0,1990.0,11734.69,0.8470688190314358,N,1969,Portrait
1439,Brooklyn Bridge VII,Ellsworth Kelly,3048.0,1962,Oil on canvas,"7' 8 1/8"" x 37 5/8"" (234 x 95.6 cm)",Gift of Solomon Byron Smith,688.1980,Painting,Painting & Sculpture,1980-12-09,Y,80258,,,,234.0,,,95.6,,"American, 1923–2015",American,male,1923.0,2015.0,22370.399999999998,0.40854700854700854,Y,1962,Portrait
